동아시아	중화민국	country	아시아의 네 마리 용, 또는 아시아의 네 마리 호랑이는 아시아에서 일본에 이어 근대화에 성공하고, 제2차 세계 대전 이후 경제가 급속도로 성장한  << _sbj_ >> 의 네 국가에 해당하는 대한민국, 홍콩, 싱가포르,  << _obj_ >> 을 일컫는 말이다.
파티마_(포르투갈)	포르투갈	country	1917년, 마리아 가  << _obj_ >> 의  << _sbj_ >> 에 있는 3명의 어린이들에게 출현하여 인류에게 수많은 경고를 주었다.
2012_UEFA_챔피언스리그_결승전	FC_바이에른_뮌헨	team	 디 마테오 감독 하의 첼시는 FA컵 에서 우승을 거두었으며, UEFA 챔피언스리그  << _sbj_ >> 에 진출하여 승부차기에서  << _obj_ >> 을 4-3으로 꺾고 구단 역사상 최초의 챔피언스리그 타이틀을 획득하였다.
UEFA_유로파리그_2012-13	SL_벤피카	team	 베니테스의 첼시는  << _sbj_ >>  결승에 진출하여  << _obj_ >> 를 2-1로 물리치고 우승 타이틀을 차지하였다.
포돌스크	러시아	country	오스타피예보 국제공항은  << _obj_ >>  모스크바 주  << _sbj_ >> 에 있는 국제공항으로 주로 비즈니스 항공편을 처리하는 역할을 한다.
이르쿠츠크	러시아	country	국제공항 이르쿠츠크는  << _obj_ >>   << _sbj_ >> 에 있는 국제공항으로 주로 전세편 노선이 위주로 활발한 편이다.
사립_바카레아_고교	자니스_주니어	starring	  << _obj_ >> 인 타나카 쥬리와 제시 는 전 쿨의 동 시간대 드라마 《 << _sbj_ >> 》에 이어 이번 작품에서도 공동 출연하고 있다.
아르고_(영화)	벤_애플렉	starring	 2012년에는 테리오가 쓴 각본 《 << _sbj_ >> 》가 워너 브라더스 제작,  << _obj_ >>  감독 · 제작 · 주연, 조지 클루니 제작으로 완성되었다.
아르고_(영화)	벤_애플렉	starring	 알레한드로 곤살레스 이냐리투 감독의 초기작 《바벨 》, 《비우티풀》과 커티스 핸슨의 《8마일》, 리안의 《브로크백 마운틴》, 《색, 계》,  << _obj_ >> 의 《 << _sbj_ >> 》, 마틴 스코세이지의 《더 울프 오브 월 스트리트》의 촬영을 담당했다.
아르고_(영화)	벤_애플렉	starring	 데이비드 S. 고이어와 스토리를 쓰고, 《 << _sbj_ >> 》로 알려진 크리스 테리오가 각본을 썼으며, 이 영화에는 헨리 카빌,  << _obj_ >> , 에이미 애덤스, 제시 아이젠버그, 다이앤 레인, 로런스 피시번, 제러미 아이언스, 홀리 헌터와 갈 가도트가 출연했다.
아르고_(영화)	벤_애플렉	director	 2012년에는 테리오가 쓴 각본 《 << _sbj_ >> 》가 워너 브라더스 제작,  << _obj_ >>  감독 · 제작 · 주연, 조지 클루니 제작으로 완성되었다.
아르고_(영화)	벤_애플렉	director	 알레한드로 곤살레스 이냐리투 감독의 초기작 《바벨 》, 《비우티풀》과 커티스 핸슨의 《8마일》, 리안의 《브로크백 마운틴》, 《색, 계》,  << _obj_ >> 의 《 << _sbj_ >> 》, 마틴 스코세이지의 《더 울프 오브 월 스트리트》의 촬영을 담당했다.
아르고_(영화)	벤_애플렉	director	 데이비드 S. 고이어와 스토리를 쓰고, 《 << _sbj_ >> 》로 알려진 크리스 테리오가 각본을 썼으며, 이 영화에는 헨리 카빌,  << _obj_ >> , 에이미 애덤스, 제시 아이젠버그, 다이앤 레인, 로런스 피시번, 제러미 아이언스, 홀리 헌터와 갈 가도트가 출연했다.
UEFA_유로_2000_결승전	프랑스_축구_국가대표팀	team	 이 대회는 벨기에와 네덜란드에서 열리고 6월 10일에 시작되어  << _sbj_ >> 은 7월 2일에 로테르담에서 열려  << _obj_ >> 의 다비드 트레제게가 연장전에 골든골을 넣어 극적인 우승으로 막을 내렸다.
UEFA_유로_2012_결승전	스페인_축구_국가대표팀	team	 이 대회는 폴란드와 우크라이나에서 열리고 6월 8일에 시작되어  << _sbj_ >> 은 7월 1일에 키예프에서 열려  << _obj_ >> 의 우승으로 막을 내렸다.
이승재_(야구_선수)	NC_다이노스	team	 2013년 5월 25일 팀 동료인 윤병호 , 이원재 ,  << _sbj_ >> 와  << _obj_ >> 에 입단했고, 5월 31일에 합류 하였다.
신사임당	이이	child	 기념관에는  << _obj_ >> 와 그의 어머니  << _sbj_ >> 의 유물이 전시돼 있고 인근에 율곡교원연수원과 두루뫼박물관 및 술이홀통일박물관이 있다.
고분_천황	덴무_천황	successor	오미노 미후네 는 일본 나라 시대 후기의 문인으로, 임신의 난으로  << _obj_ >> 에게 패하고 쫓겨나 자결한  << _sbj_ >> 의 증손자이다.
대한민국_외자구매처	대한민국_외자청	successor	 1949년 12월 19일 발족하였으며 1955년 2월 7일  << _sbj_ >> 와 통합하여  << _obj_ >> 으로 개편되면서 폐지되었다.
인스브루크	오스트리아	country	라텐베르크는  << _obj_ >>  티롤 주에 위치한 마을로 인 강에 위치하며  << _sbj_ >> 와 가깝다.
라리가	스페인	country	마리오 수아레스 마타  는  << _obj_ >> 의 프로 축구 선수로, 현재  << _sbj_ >> 의 발렌시아 CF에서 중앙 미드필더로 활약하고 있다.
20세기_폭스	미국	country	폭스 플라자는  << _obj_ >>  로스앤젤레스 센추리시티에 있는 마천루로, 영화사  << _sbj_ >> 의 본사 건물이다.
카림_벤제마	레알_마드리드_CF	team	 2011년 11월 26일, 쿠르투아는  << _obj_ >> 전에서  << _sbj_ >> 에 파울을 범하며 프로 데뷔 이후로는 첫 퇴장을 당하였고, 아틀레티코는 엘 데르비 마드릴레뇨에서 1-4로 패하였다.
이홍장	위안스카이	successor	 카츠의 계획은 청나라의 실력자  << _sbj_ >> 과 접촉하여 조선에서 섭정을 하고 있는  << _obj_ >> 를 몰아내고 김옥균을 복권시켜 동아시아 3국 간의 균형을 맞춘다는 것이었다.
바니모	파푸아뉴기니	country	산다운 주는  << _obj_ >>  최북서단에 위치한 주로 주도는  << _sbj_ >> 이며 면적은 36,300㎢, 인구는 185,741명이다.
웨와크	파푸아뉴기니	country	동세픽 주는  << _obj_ >> 의 주로 주도는  << _sbj_ >> 이며 면적은 약 42,800㎢, 인구는 343,180명이다.
동세픽_주	파푸아뉴기니	country	웨와크는  << _obj_ >>   << _sbj_ >> 의 주도로, 뉴기니 섬 북해안에 위치하며 마당 과 인도네시아 자야푸라 사이에 있는 도시 가운데 가장 큰 도시이다.
러더퍼드_B._헤이스	미국	country	1876년 미국 하원의원 선거는 1876년  << _obj_ >> 에서 치러진 하원의원 선거로, 1876년 미국 대통령 선거에서 득표로는 민주당의 새뮤얼 J. 틸던이 이겼으나 선거인단 투표에서 공화당의  << _sbj_ >> 가 1표 차이로 승리했으나, 하원에서는 민주당이 승리하여 여소야대가 되었다
스트로베리_나이트_(드라마)	다케우치_유코	starring	 혼다 테쓰야의 경찰 소설 시리즈 〈히메카와 레이코 시리즈〉를 원작으로 하는 후지 TV의 형사 드라마 《 << _sbj_ >> 》의 극장판 작품. 감독은 사토 유이치, 주연은  << _obj_ >> .
텔아비브	이스라엘	country	1997년 2월 26일, 그는 독일 축구 국가대표팀 대표로  << _obj_ >>   << _sbj_ >> 에서 열린 이스라엘 축구 국가대표팀전에 처음으로 출전하였다.
이상화_(스피드_스케이팅_선수)	대한민국	country	 2012년 시즌부터  << _obj_ >>  국가대표팀 단거리 코치로 활동하면서,  << _sbj_ >>  등을 지도하고 있다.
흐브스글_주	몽골	country	므릉 공항은  << _obj_ >>   << _sbj_ >>  므릉에 있는 공항으로 훈누 에어 등을 통해 울란바타르로 가는 항공편을 이용할 수 있다.
죄르모숀쇼프론_주	헝가리	country	 슈바르차 강과 피텐 강이 오스트리아 니더외스터라이히 주 란첸키르셴에서 만나  << _obj_ >>   << _sbj_ >> 에서 다뉴브 강을 만난다.
마곡사	충청남도	country	공주 마곡사 대광보전은  << _obj_ >>  공주시 사곡면 마곡사로 966,  << _sbj_ >>  에 있는 조선 후기의 건물이다.
대한민국_과학기술부	대한민국_교육과학기술부	successor	2008년 02월 29일: 대한민국 지식경제부로 개편.  << _sbj_ >> 로부터 일부 소관사무를, 대한민국 정보통신부로부터 정보통신·전파관리·우편·우편환 및 우편대체에 관한 사무를 이관받음. 산업기술인력 양성에 관한 사무를  << _obj_ >> 로, 전파·통신에 관한 사무를 대한민국 방송통신위원회로 이관.
대한민국_교육인적자원부	대한민국_교육과학기술부	successor	2008년 02월 29일: 과학기술부와  << _sbj_ >> 를 통합하여  << _obj_ >> 를 설치. 대한민국 산업자원부로부터 산업기술인력 양성에 관한 사무를 이관받음. 정보통신부를 대한민국 방송통신위원회로 개편.
자와할랄_네루	인디라_간디	child	《세계사 편력》은 1930년 10월 26일부터 1933년 9월 8일까지 약 3년 동안  << _sbj_ >> 가 옥중 생활을 하면서 그의 외동딸  << _obj_ >> 에게 쓴 196회분의 편지를 책자로써 묶은 책이다.
은하수를_여행하는_히치하이커를_위한_안내서_(영화)	마틴_프리먼	starring	 1979년에 켄 캠프벨이 안내서를 무대에 올릴 때, Chris Langham이 부분을 맡았고,  << _sbj_ >> 에서는  << _obj_ >> 이 아서 역할을 맡았다.
미인도_(영화)	김영호_(배우)	starring	2008년 《 << _sbj_ >> 》-  << _obj_ >>
투생_루베르튀르	장자크_드살린	successor	  << _sbj_ >> ,  << _obj_ >> , 앙리 크리스토프 등이 이끄는 흑인 반군은 백인 지주를 처형한 뒤 프랑스에 선전 포고를 했다.
금와왕	대소왕	child	 주몽은  << _obj_ >>  등  << _sbj_ >> 의 7명의 아들보다 능력이 출중하여 그들의 시기를 받았고, 호시탐탐 그를 죽이려 하였다.
금와왕	대소왕	successor	 주몽은  << _obj_ >>  등  << _sbj_ >> 의 7명의 아들보다 능력이 출중하여 그들의 시기를 받았고, 호시탐탐 그를 죽이려 하였다.
프레데리크_2세	크리스티안_4세	child	크리스티안 3세 때는 원로원 등 귀족세력의 강화를 바탕으로 해서 경제의 발전 및 학자의 배출 등 국가번영의 기운을 보였으나, 그 후  << _sbj_ >>  때 발트해의 주도권을 놓고 덴마크·스웨덴·폴란드·뤼벡 사이에 ‘북방 7년전쟁’이 일어났고,  << _obj_ >>  때는 2차에 걸친 스웨덴과의 싸움으로 국토의 손실과 국력의 쇠퇴를 가져왔다.
프레데리크_2세	크리스티안_4세	child	  << _sbj_ >> 는 외할아버지,  << _obj_ >> 는 외숙부에 해당한다.
프레데리크_2세	크리스티안_4세	child	 덴마크와 노르웨이의 왕  << _sbj_ >> 의 둘째 딸이며  << _obj_ >> 의 누나이다.
프레데리크_2세	크리스티안_4세	successor	크리스티안 3세 때는 원로원 등 귀족세력의 강화를 바탕으로 해서 경제의 발전 및 학자의 배출 등 국가번영의 기운을 보였으나, 그 후  << _sbj_ >>  때 발트해의 주도권을 놓고 덴마크·스웨덴·폴란드·뤼벡 사이에 ‘북방 7년전쟁’이 일어났고,  << _obj_ >>  때는 2차에 걸친 스웨덴과의 싸움으로 국토의 손실과 국력의 쇠퇴를 가져왔다.
프레데리크_2세	크리스티안_4세	successor	  << _sbj_ >> 는 외할아버지,  << _obj_ >> 는 외숙부에 해당한다.
프레데리크_2세	크리스티안_4세	successor	 덴마크와 노르웨이의 왕  << _sbj_ >> 의 둘째 딸이며  << _obj_ >> 의 누나이다.
에게_해	그리스	country	레스보스는  << _obj_ >>  동부  << _sbj_ >> 에 있는 섬으로, 미틸리니 해협으로 터키와 떨어져 있다.
닌텐도	일본	country	  << _obj_ >> 의 게임 회사인  << _sbj_ >> 도 창립 초기에는 하나후다 제작 회사로 출발하였으며, 이후 하나후다 사업 규모는 줄어들었지만 현재에서도 하나후다 관련 카드들을 생산하고 있다.
루켄발데	독일	country	텔토프플레밍 군은  << _obj_ >>  브란덴부르크 주 남서부에 있는 군으로 다메슈프레발트 군, 엘베엘스터 군, 포츠담미텔마르크 군과 경계를 접하며 주도는  << _sbj_ >> 다.
살바도르_아옌데	아우구스토_피노체트	successor	방송 특성상 친 정부 성향의 논조를 띄는 경향이 크며, 그래서  << _sbj_ >>  정부와  << _obj_ >> 의 군사 독재 시절 TVN이 정부의 선전 미디어로 비판 받았다.
요아힘_뢰프	독일_축구_국가대표팀	team	최근  << _obj_ >>  감독  << _sbj_ >> 는, 그를 2011년 8월 10일의 브라질 축구 국가대표팀전을 위하여 처음으로 국가대표팀에 소집하였다.
장_발장	코제트	child	 마리우스의 요청으로 에포닌은  << _sbj_ >> 과  << _obj_ >> 가 사는 집의 위치를 알려줬다.
바부르	후마윤	child	 그는  << _sbj_ >> ,  << _obj_ >> , 악바르, 자한기르 의 뒤를 이은 5번째 무굴 황제이다.
바부르	후마윤	successor	 그는  << _sbj_ >> ,  << _obj_ >> , 악바르, 자한기르 의 뒤를 이은 5번째 무굴 황제이다.
후마윤	악바르	child	 그는 바부르,  << _sbj_ >> ,  << _obj_ >> , 자한기르 의 뒤를 이은 5번째 무굴 황제이다.
후마윤	악바르	successor	 그는 바부르,  << _sbj_ >> ,  << _obj_ >> , 자한기르 의 뒤를 이은 5번째 무굴 황제이다.
샤_자한	아우랑제브	child	아그라 성은 타지마할을 축조하면서 너무 많은 재정을 낭비한  << _sbj_ >> 이 말년에 그의 아들인  << _obj_ >> 에 의해 유폐된 곳으로도 유명한데 샤 자한은 야무나 강 너머의 타지마할이 가장 잘 보이는 무삼만 버즈에 갇혀 있다가 끝내 거기서 숨을 거두고 말았다.
샤_자한	아우랑제브	child	 종교적 융화책은 자항기르와  << _sbj_ >> 까지 이어지지만 6대  << _obj_ >> 가 다시 인두세를 부활시키는 등 종교적 억압책을 실시하면서 제국의 분열이 심화되기 시작했다.
샤_자한	아우랑제브	child	 종교적 융화책은 자항기르와  << _sbj_ >> 까지 이어지지만 6대  << _obj_ >> 가 다시 인두세를 부활시키는 등 종교적 억압책을 실시하면서 제국의 분열이 심화되기 시작했다.
샤_자한	아우랑제브	successor	아그라 성은 타지마할을 축조하면서 너무 많은 재정을 낭비한  << _sbj_ >> 이 말년에 그의 아들인  << _obj_ >> 에 의해 유폐된 곳으로도 유명한데 샤 자한은 야무나 강 너머의 타지마할이 가장 잘 보이는 무삼만 버즈에 갇혀 있다가 끝내 거기서 숨을 거두고 말았다.
샤_자한	아우랑제브	successor	 종교적 융화책은 자항기르와  << _sbj_ >> 까지 이어지지만 6대  << _obj_ >> 가 다시 인두세를 부활시키는 등 종교적 억압책을 실시하면서 제국의 분열이 심화되기 시작했다.
샤_자한	아우랑제브	successor	 종교적 융화책은 자항기르와  << _sbj_ >> 까지 이어지지만 6대  << _obj_ >> 가 다시 인두세를 부활시키는 등 종교적 억압책을 실시하면서 제국의 분열이 심화되기 시작했다.
페르남부쿠_주	브라질	country	알라고아스 주는  << _obj_ >> 의 북동부 대서양 연안에 위치하였으며 바이아 주, 세르지피 주,  << _sbj_ >> 와 이웃하고 있다.
마투그로수두술_주	브라질	country	파라나 주는  << _obj_ >>  남부 대서양 연안에 위치한 주로,  << _sbj_ >> , 상파울루 주, 산타카타리나 주과 이웃하고 있으며 아르헨티나, 파라과이와 국경을 접하고 있다.
